household_ID,room_ID,ac_ID,type_of_the_ac,is_the_ac_inverter_or_not,is_room_fully_sealed,wattage_of_the_ac,btu_of_the_ac,no_of_hours_ac_was_on_during_daytime_last_week,no_of_hours_ac_was_on_during_night_last_week
ID3645,I_3,I_3_AC_1,1,1,1,,999,0.0,56.0
ID3647,I_3,I_3_AC_1,3,1,1,,999,0.0,56.0
ID3647,I_4,I_4_AC_1,3,1,1,,999,0.0,56.0
ID3647,I_5,I_5_AC_1,3,1,1,,999,0.0,56.0
ID3652,I_6,I_6_AC_1,3,1,2,,999,0.0,0.0
ID3655,I_9,I_9_AC_1,3,1,1,,999,14.0,14.0
ID3655,I_10,I_10_AC_1,3,1,1,,999,14.0,28.0
ID3658,I_3,I_3_AC_1,1,2,1,,12000,0.0,7.0
ID3660,I_7,I_7_AC_1,3,1,1,,999,14.0,0.0
ID3662,I_3,I_3_AC_1,3,1,1,,999,0.0,21.0
ID3662,I_4,I_4_AC_1,3,1,1,,999,0.0,28.0
ID3662,I_13,I_13_AC_1,3,1,1,,999,28.0,56.0
ID3662,I_14,I_14_AC_1,3,1,1,,999,0.0,28.0
ID3668,I_2,I_2_AC_1,4,1,1,,1000,0.0,42.0
ID3672,I_1,I_1_AC_1,5,1,3,,1000,0.0,14.0
ID3689,I_2,I_2_AC_1,3,2,1,,999,0.0,0.0
ID3705,I_3,I_3_AC_1,1,1,1,,9000,0.0,21.0
ID3718,I_3,I_3_AC_1,3,1,2,,999,0.0,0.0
ID3720,I_7,I_7_AC_1,4,1,1,,5000,0.0,14.0
ID3724,I_1,I_1_AC_1,3,2,1,,999,0.0,0.0
ID3725,I_2,I_2_AC_1,1,2,1,,999,0.0,0.0
ID3725,I_4,I_4_AC_1,1,2,1,,999,0.0,0.0
ID3726,I_2,I_2_AC_1,4,1,1,,5000,0.0,1.0
ID3728,I_4,I_4_AC_1,1,1,1,,12000,35.0,21.0
ID3728,I_6,I_6_AC_1,1,1,1,,12000,28.0,21.0
ID3728,I_7,I_7_AC_1,1,1,1,,12000,0.0,0.0
ID3733,I_2,I_2_AC_1,3,1,1,,10000,0.0,27.0
ID3733,I_13,I_13_AC_1,3,1,1,,100000,8.0,24.0
ID3733,I_14,I_14_AC_1,3,1,1,,10000,0.0,30.0
ID3733,I_15,I_15_AC_1,3,1,1,,100000,0.0,30.0
ID3736,I_2,I_2_AC_1,3,2,1,,1000,0.0,0.0
ID3736,I_4,I_4_AC_1,3,2,1,,999,0.0,70.0
ID3737,I_4,I_4_AC_1,1,2,1,,18000,0.0,63.0
ID3737,I_5,I_5_AC_1,1,2,1,,12000,0.0,63.0
ID3737,I_6,I_6_AC_1,1,2,1,,12000,0.0,56.0
ID3752,I_2,I_2_AC_1,3,1,1,,999,6.0,28.0
ID3754,I_4,I_4_AC_1,1,2,1,,999,0.0,0.0
ID3756,I_2,I_2_AC_1,3,1,1,,8000,0.0,14.0
ID3756,I_3,I_3_AC_1,3,1,1,,8000,0.0,0.0
ID3756,I_4,I_4_AC_1,3,1,1,,8000,0.0,0.0
ID3760,I_3,I_3_AC_1,4,1,1,,9000,0.0,0.0
ID3761,I_2,I_2_AC_1,1,1,1,,12000,0.0,0.0
ID3761,I_3,I_3_AC_1,1,1,1,,999,0.0,0.0
ID3762,I_2,I_2_AC_1,1,1,1,,999,8.0,35.0
ID3762,I_3,I_3_AC_1,1,1,1,,999,0.0,0.0
ID3770,I_4,I_4_AC_1,1,1,2,,999,0.0,28.0
ID3774,I_1,I_1_AC_1,1,1,1,,1000,3.5,3.5
ID3774,I_1,I_1_AC_2,1,1,1,,40000,3.5,3.58
ID3774,I_1,I_1_AC_3,1,1,1,,40000,3.5,3.5
ID3774,I_2,I_2_AC_1,1,1,1,,18000,7.0,42.0
ID3774,I_3,I_3_AC_1,1,1,1,,999,0.0,0.0
ID3774,I_4,I_4_AC_1,1,1,1,,14000,0.0,0.0
ID3780,I_2,I_2_AC_1,3,1,2,,12000,9.0,3.0
ID3780,I_3,I_3_AC_1,3,1,2,,12000,0.0,0.0
ID3783,I_2,I_2_AC_1,1,1,1,,1000,8.0,81.0
ID3786,I_Oth_1,I_Oth_1_AC_1,4,2,1,,0,0.0,14.0
ID3787,I_2,I_2_AC_1,3,1,1,,999,0.0,8.0
ID3787,I_3,I_3_AC_1,3,1,1,,999,0.0,6.3
ID3787,I_4,I_4_AC_1,3,1,1,,999,0.0,0.0
ID3791,I_2,I_2_AC_1,3,2,1,,999,0.0,7.0
ID3792,I_6,I_6_AC_1,3,2,1,,1000,0.0,7.0
ID3794,I_2,I_2_AC_1,3,2,1,,999,0.0,7.0
ID3806,I_2,I_2_AC_1,3,1,2,,12000,6.0,63.0
ID3806,I_3,I_3_AC_1,3,2,2,,12000,0.0,63.0
ID3820,I_3,I_3_AC_1,3,2,1,,12000,0.0,0.0
ID3822,I_2,I_2_AC_1,3,1,1,,9000,0.0,14.0
ID3850,I_3,I_3_AC_1,4,1,1,,12000,0.0,0.0
ID3867,I_3,I_3_AC_1,3,1,1,,999,0.0,0.0
ID3881,I_3,I_3_AC_1,1,1,1,,999,0.0,3.5
ID3893,I_3,I_3_AC_1,3,1,1,,999,0.0,0.0
ID3905,I_1,I_1_AC_1,6,2,1,,999,0.0,0.0
ID3905,I_2,I_2_AC_1,4,1,1,,1000,7.0,7.0
ID3905,I_3,I_3_AC_1,4,1,1,,1000,4.0,7.0
ID3905,I_4,I_4_AC_1,4,1,1,,1000,7.0,7.0
ID3910,I_2,I_2_AC_1,3,2,1,,12000,0.0,10.0
ID3910,I_3,I_3_AC_1,3,1,1,,12000,0.0,56.0
ID3910,I_13,I_13_AC_1,3,2,3,,12000,0.0,4.0
ID3910,I_14,I_14_AC_1,3,1,1,,12000,0.0,21.0
ID3910,I_15,I_15_AC_1,3,1,1,,12000,0.0,0.0
ID3943,I_2,I_2_AC_1,1,2,2,,999,0.0,0.0
ID3950,I_1,I_1_AC_1,4,2,1,,1000,0.0,2.0
ID4015,I_2,I_2_AC_1,4,1,1,,999,0.0,0.0
ID4026,I_2,I_2_AC_1,4,1,1,,999,0.0,2.0
ID4053,I_2,I_2_AC_1,4,2,1,,1000,7.0,7.0
ID4055,I_4,I_4_AC_1,4,1,1,,1000,0.0,0.0
